Fecha_hecho,Conducta,Codigo_comuna,Cantidad_casos
2020-03,Hurto de carro,16,5
2020-03,Hurto de carro,4,5
2020-03,Hurto de carro,5,3
2020-03,Hurto de carro,60,1
2020-03,Hurto de carro,7,3
2020-03,Hurto de carro,8,7
2020-03,Hurto de carro,80,3
2020-03,Hurto de carro,9,6
2020-03,Hurto de carro,90,1
2020-04,Hurto de carro,1,1
2020-04,Hurto de carro,10,2
2020-04,Hurto de carro,11,1
2020-04,Hurto de carro,13,1
2020-04,Hurto de carro,16,2
2020-04,Hurto de carro,3,3
2020-04,Hurto de carro,5,4
2020-04,Hurto de carro,6,3
2020-04,Hurto de carro,60,1
2020-04,Hurto de carro,7,1
2020-04,Hurto de carro,9,2
2020-05,Hurto de carro,1,2
2020-05,Hurto de carro,10,5
2020-05,Hurto de carro,11,3
2020-05,Hurto de carro,12,1
2020-05,Hurto de carro,14,1
2020-05,Hurto de carro,15,3
2020-05,Hurto de carro,16,8
2020-05,Hurto de carro,3,2
2020-05,Hurto de carro,4,6
2020-05,Hurto de carro,5,5
2020-05,Hurto de carro,6,4
2020-05,Hurto de carro,60,5
2020-05,Hurto de carro,7,4
2020-05,Hurto de carro,8,8
2020-05,Hurto de carro,9,7
2020-05,Hurto de carro,90,1
2020-06,Hurto de carro,1,1
2020-06,Hurto de carro,10,11
2020-06,Hurto de carro,11,8
2020-06,Hurto de carro,12,7
2020-06,Hurto de carro,13,2
2020-06,Hurto de carro,14,4
2020-06,Hurto de carro,15,7
2020-06,Hurto de carro,16,8
2020-06,Hurto de carro,2,1
2020-06,Hurto de carro,3,1
2020-06,Hurto de carro,4,10
2020-06,Hurto de carro,5,6
2020-06,Hurto de carro,60,6
2020-06,Hurto de carro,7,6
2020-06,Hurto de carro,70,1
2020-06,Hurto de carro,8,7
2020-06,Hurto de carro,80,1
2020-06,Hurto de carro,9,3
2020-07,Hurto de carro,1,3
2020-07,Hurto de carro,10,7
2020-07,Hurto de carro,11,11
2020-07,Hurto de carro,12,7
2020-07,Hurto de carro,13,1
2020-07,Hurto de carro,14,3
2020-07,Hurto de carro,15,5
2020-07,Hurto de carro,16,5
2020-07,Hurto de carro,2,5
2020-07,Hurto de carro,3,1
2020-07,Hurto de carro,4,9
2020-07,Hurto de carro,5,7
2020-07,Hurto de carro,6,3
2020-07,Hurto de carro,60,6
2020-07,Hurto de carro,7,10
2020-07,Hurto de carro,70,2
2020-07,Hurto de carro,8,4
2020-07,Hurto de carro,80,2
2020-07,Hurto de carro,9,7
2020-08,Hurto de carro,1,3
2020-08,Hurto de carro,10,9
2020-08,Hurto de carro,11,4
2020-08,Hurto de carro,12,4
2020-08,Hurto de carro,13,3
2020-08,Hurto de carro,14,2
2020-08,Hurto de carro,15,2
2020-08,Hurto de carro,16,10
2020-08,Hurto de carro,2,1
2020-08,Hurto de carro,3,2
2020-08,Hurto de carro,4,4
2020-08,Hurto de carro,5,4
2020-08,Hurto de carro,60,3
2020-08,Hurto de carro,7,7
2020-08,Hurto de carro,8,7
2020-08,Hurto de carro,9,8
2020-09,Hurto de carro,1,2
2020-09,Hurto de carro,10,10
2020-09,Hurto de carro,11,13
2020-09,Hurto de carro,12,10
2020-09,Hurto de carro,13,2
2020-09,Hurto de carro,14,1
2020-09,Hurto de carro,15,10
2020-09,Hurto de carro,16,7
2020-09,Hurto de carro,2,1
2020-09,Hurto de carro,3,1
2020-09,Hurto de carro,4,7
2020-09,Hurto de carro,5,5
2020-09,Hurto de carro,6,4
2020-09,Hurto de carro,60,3
2020-09,Hurto de carro,7,7
2020-09,Hurto de carro,8,5
2020-09,Hurto de carro,80,3
2020-09,Hurto de carro,9,7
2020-09,Hurto de carro,90,1
2020-10,Hurto de carro,10,11
2020-10,Hurto de carro,11,11
2020-10,Hurto de carro,12,5
2020-10,Hurto de carro,13,1
2020-10,Hurto de carro,14,1
2020-10,Hurto de carro,15,5
2020-10,Hurto de carro,16,8
2020-10,Hurto de carro,2,1
2020-10,Hurto de carro,3,2
2020-10,Hurto de carro,4,3
2020-10,Hurto de carro,5,4
2020-10,Hurto de carro,6,4
2020-10,Hurto de carro,60,2
2020-10,Hurto de carro,7,12
2020-10,Hurto de carro,8,6
2020-10,Hurto de carro,9,7
2020-11,Hurto de carro,10,11
2020-11,Hurto de carro,11,9
2020-11,Hurto de carro,12,4
2020-11,Hurto de carro,14,2
2020-11,Hurto de carro,15,7
2020-11,Hurto de carro,16,10
2020-11,Hurto de carro,2,1
2020-11,Hurto de carro,3,2
2020-11,Hurto de carro,4,11
2020-11,Hurto de carro,5,6
2020-11,Hurto de carro,6,4
2020-11,Hurto de carro,60,2
2020-11,Hurto de carro,7,7
2020-11,Hurto de carro,8,4
2020-11,Hurto de carro,80,2
2020-11,Hurto de carro,9,7
2020-12,Hurto de carro,10,10
2020-12,Hurto de carro,11,10
2020-12,Hurto de carro,12,7
2020-12,Hurto de carro,13,3
2020-12,Hurto de carro,14,1
2020-12,Hurto de carro,15,4
2020-12,Hurto de carro,16,4
2020-12,Hurto de carro,2,3
2020-12,Hurto de carro,3,2
2020-12,Hurto de carro,4,4
2020-12,Hurto de carro,5,8
2020-12,Hurto de carro,6,4
2020-12,Hurto de carro,60,3
2020-12,Hurto de carro,7,2
2020-12,Hurto de carro,70,1
2020-12,Hurto de carro,8,2
2020-12,Hurto de carro,80,3
2020-12,Hurto de carro,9,8
2021-01,Hurto de carro,1,2
2021-01,Hurto de carro,10,4
2021-01,Hurto de carro,11,10
2021-01,Hurto de carro,12,3
2021-01,Hurto de carro,13,3
2021-01,Hurto de carro,14,2
2021-01,Hurto de carro,15,1
2021-01,Hurto de carro,16,4
2021-01,Hurto de carro,2,3
2021-01,Hurto de carro,3,4
2021-01,Hurto de carro,4,8
2021-01,Hurto de carro,5,4
2021-01,Hurto de carro,50,1
2021-01,Hurto de carro,60,3
2021-01,Hurto de carro,7,6
2021-01,Hurto de carro,8,7
2021-01,Hurto de carro,9,4
2021-01,Hurto de carro,90,1
2021-02,Hurto de carro,10,10
2021-02,Hurto de carro,11,13
2021-02,Hurto de carro,12,3
2021-02,Hurto de carro,13,2
2021-02,Hurto de carro,14,1
2021-02,Hurto de carro,15,5
2021-02,Hurto de carro,16,8
2021-02,Hurto de carro,3,1
2021-02,Hurto de carro,4,8
2021-02,Hurto de carro,5,7
2021-02,Hurto de carro,50,1
2021-02,Hurto de carro,60,3
2021-02,Hurto de carro,7,6
2021-02,Hurto de carro,8,1
2021-02,Hurto de carro,80,2
2021-02,Hurto de carro,9,6
2021-02,Hurto de carro,90,1
2021-03,Hurto de carro,10,6
2021-03,Hurto de carro,11,7
2021-03,Hurto de carro,12,8
2021-03,Hurto de carro,14,3
2021-03,Hurto de carro,15,3
2021-03,Hurto de carro,16,3
2021-03,Hurto de carro,4,6
2021-03,Hurto de carro,5,3
2021-03,Hurto de carro,6,1
2021-03,Hurto de carro,60,5
2021-03,Hurto de carro,7,3
2021-03,Hurto de carro,8,1
2021-03,Hurto de carro,80,2
2021-03,Hurto de carro,9,9
2021-04,Hurto de carro,10,1
2021-04,Hurto de carro,11,5
2021-04,Hurto de carro,12,2
2021-04,Hurto de carro,14,5
2021-04,Hurto de carro,15,2
2021-04,Hurto de carro,16,5
2021-04,Hurto de carro,3,4
2021-04,Hurto de carro,4,3
2021-04,Hurto de carro,5,7
2021-04,Hurto de carro,6,7
2021-04,Hurto de carro,60,1
2021-04,Hurto de carro,7,5
2021-04,Hurto de carro,8,6
2021-04,Hurto de carro,9,1
2021-04,Hurto de carro,90,3
2021-05,Hurto de carro,1,2
2021-05,Hurto de carro,10,9
2021-05,Hurto de carro,11,5
2021-05,Hurto de carro,12,4
2021-05,Hurto de carro,13,5
2021-05,Hurto de carro,15,8
2021-05,Hurto de carro,16,7
2021-05,Hurto de carro,2,1
2021-05,Hurto de carro,3,5
2021-05,Hurto de carro,4,8
2021-05,Hurto de carro,5,3
2021-05,Hurto de carro,50,3
2021-05,Hurto de carro,6,5
2021-05,Hurto de carro,60,2
2021-05,Hurto de carro,7,4
2021-05,Hurto de carro,8,6
2021-05,Hurto de carro,80,2
2021-05,Hurto de carro,9,5
2021-06,Hurto de carro,1,1
2021-06,Hurto de carro,10,6
2021-06,Hurto de carro,11,6
2021-06,Hurto de carro,12,5
2021-06,Hurto de carro,13,3
2021-06,Hurto de carro,15,5
2021-06,Hurto de carro,16,2
2021-06,Hurto de carro,2,1
2021-06,Hurto de carro,3,1
2021-06,Hurto de carro,4,6
2021-06,Hurto de carro,5,8
2021-06,Hurto de carro,50,1
2021-06,Hurto de carro,6,2
2021-06,Hurto de carro,60,5
2021-06,Hurto de carro,7,4
2021-06,Hurto de carro,8,1
2021-06,Hurto de carro,80,4
2021-06,Hurto de carro,9,12
2021-07,Hurto de carro,1,1
2021-07,Hurto de carro,10,5
2021-07,Hurto de carro,11,5
2021-07,Hurto de carro,12,7
2021-07,Hurto de carro,13,1
2021-07,Hurto de carro,14,1
2021-07,Hurto de carro,15,3
2021-07,Hurto de carro,16,8
2021-07,Hurto de carro,2,2
2021-07,Hurto de carro,3,1
2021-07,Hurto de carro,4,8
2021-07,Hurto de carro,5,6
2021-07,Hurto de carro,60,5
2021-07,Hurto de carro,7,5
2021-07,Hurto de carro,70,1
2021-07,Hurto de carro,8,2
2021-07,Hurto de carro,80,2
2021-07,Hurto de carro,9,3
2021-07,Hurto de carro,90,3
2021-08,Hurto de carro,10,8
2021-08,Hurto de carro,11,11
2021-08,Hurto de carro,12,2
2021-08,Hurto de carro,14,2
2021-08,Hurto de carro,15,2
2021-08,Hurto de carro,16,8
2021-08,Hurto de carro,2,1
2021-08,Hurto de carro,3,1
2021-08,Hurto de carro,4,9
2021-08,Hurto de carro,5,9
2021-08,Hurto de carro,6,2
2021-08,Hurto de carro,60,6
2021-08,Hurto de carro,7,6
2021-08,Hurto de carro,70,1
2021-08,Hurto de carro,8,3
2021-08,Hurto de carro,80,1
2021-08,Hurto de carro,9,7
2021-08,Hurto de carro,90,2
2021-09,Hurto de carro,10,5
2021-09,Hurto de carro,11,16
2021-09,Hurto de carro,12,7
2021-09,Hurto de carro,13,2
2021-09,Hurto de carro,14,3
2021-09,Hurto de carro,15,7
2021-09,Hurto de carro,16,6
2021-09,Hurto de carro,3,3
2021-09,Hurto de carro,4,7
2021-09,Hurto de carro,5,9
2021-09,Hurto de carro,60,6
2021-09,Hurto de carro,7,5
2021-09,Hurto de carro,70,1
2021-09,Hurto de carro,8,4
2021-09,Hurto de carro,9,5
2021-09,Hurto de carro,90,4
2021-10,Hurto de carro,10,4
2021-10,Hurto de carro,11,15
2021-10,Hurto de carro,12,7
2021-10,Hurto de carro,13,3
2021-10,Hurto de carro,14,4
2021-10,Hurto de carro,15,2
2021-10,Hurto de carro,16,3
2021-10,Hurto de carro,2,1
2021-10,Hurto de carro,3,1
2021-10,Hurto de carro,4,4
2021-10,Hurto de carro,5,7
2021-10,Hurto de carro,6,3
2021-10,Hurto de carro,60,3
2021-10,Hurto de carro,7,6
2021-10,Hurto de carro,8,3
2021-10,Hurto de carro,9,4
2021-11,Hurto de carro,10,4
2021-11,Hurto de carro,11,19
2021-11,Hurto de carro,12,5
2021-11,Hurto de carro,13,2
2021-11,Hurto de carro,14,5
2021-11,Hurto de carro,15,3
2021-11,Hurto de carro,16,9
2021-11,Hurto de carro,3,1
2021-11,Hurto de carro,4,7
2021-11,Hurto de carro,5,7
2021-11,Hurto de carro,6,2
2021-11,Hurto de carro,60,1
2021-11,Hurto de carro,7,5
2021-11,Hurto de carro,8,5
2021-11,Hurto de carro,80,2
2021-11,Hurto de carro,9,10
2021-11,Hurto de carro,90,2
2021-12,Hurto de carro,1,2
2021-12,Hurto de carro,10,2
2021-12,Hurto de carro,11,11
2021-12,Hurto de carro,12,2
2021-12,Hurto de carro,13,3
2021-12,Hurto de carro,14,3
2021-12,Hurto de carro,15,1
2021-12,Hurto de carro,16,8
2021-12,Hurto de carro,3,5
2021-12,Hurto de carro,4,12
2021-12,Hurto de carro,5,9
2021-12,Hurto de carro,6,2
2021-12,Hurto de carro,7,5
2021-12,Hurto de carro,8,3
2021-12,Hurto de carro,9,5
2021-12,Hurto de carro,90,1
2022-01,Hurto de carro,10,11
2022-01,Hurto de carro,11,7
2022-01,Hurto de carro,12,4
2022-01,Hurto de carro,13,1
2022-01,Hurto de carro,14,1
2022-01,Hurto de carro,15,4
2022-01,Hurto de carro,16,7
2022-01,Hurto de carro,2,1
2022-01,Hurto de carro,3,4
2022-01,Hurto de carro,4,7
2022-01,Hurto de carro,5,5
2022-01,Hurto de carro,6,2
2022-01,Hurto de carro,60,2
2022-01,Hurto de carro,7,2
2022-01,Hurto de carro,70,1
2022-01,Hurto de carro,8,5
2022-01,Hurto de carro,80,3
2022-01,Hurto de carro,9,5
2022-02,Hurto de carro,10,5
2022-02,Hurto de carro,11,5
2022-02,Hurto de carro,12,4
2022-02,Hurto de carro,13,2
2022-02,Hurto de carro,14,1
2022-02,Hurto de carro,15,5
2022-02,Hurto de carro,16,4
2022-02,Hurto de carro,2,2
2022-02,Hurto de carro,3,1
2022-02,Hurto de carro,4,6
2022-02,Hurto de carro,5,5
2022-02,Hurto de carro,6,2
2022-02,Hurto de carro,60,1
2022-02,Hurto de carro,7,7
2022-02,Hurto de carro,8,5
2022-02,Hurto de carro,80,8
2022-02,Hurto de carro,9,5
2022-02,Hurto de carro,90,3
2022-03,Hurto de carro,10,10
2022-03,Hurto de carro,11,6
2022-03,Hurto de carro,12,6
2022-03,Hurto de carro,13,3
2022-03,Hurto de carro,15,9
2022-03,Hurto de carro,16,10
2022-03,Hurto de carro,2,1
2022-03,Hurto de carro,3,1
2022-03,Hurto de carro,4,11
2022-03,Hurto de carro,5,6
2022-03,Hurto de carro,6,7
2022-03,Hurto de carro,60,5
2022-03,Hurto de carro,7,7
2022-03,Hurto de carro,70,2
2022-03,Hurto de carro,8,3
2022-03,Hurto de carro,80,1
2022-03,Hurto de carro,9,9
2022-03,Hurto de carro,90,1
2022-04,Hurto de carro,10,8
2022-04,Hurto de carro,11,10
2022-04,Hurto de carro,12,6
2022-04,Hurto de carro,13,5
2022-04,Hurto de carro,14,3
2022-04,Hurto de carro,15,2
2022-04,Hurto de carro,16,7
2022-04,Hurto de carro,2,1
2022-04,Hurto de carro,3,2
2022-04,Hurto de carro,4,7
2022-04,Hurto de carro,5,6
2022-04,Hurto de carro,6,4
2022-04,Hurto de carro,60,1
2022-04,Hurto de carro,7,5
2022-04,Hurto de carro,8,4
2022-04,Hurto de carro,9,5
2022-04,Hurto de carro,90,2
2022-05,Hurto de carro,1,1
2022-05,Hurto de carro,10,10
2022-05,Hurto de carro,11,13
2022-05,Hurto de carro,12,4
2022-05,Hurto de carro,13,2
2022-05,Hurto de carro,14,3
2022-05,Hurto de carro,15,5
2022-05,Hurto de carro,16,9
2022-05,Hurto de carro,2,2
2022-05,Hurto de carro,3,2
2022-05,Hurto de carro,4,6
2022-05,Hurto de carro,5,6
2022-05,Hurto de carro,6,1
2022-05,Hurto de carro,60,2
2022-05,Hurto de carro,7,4
2022-05,Hurto de carro,8,6
2022-05,Hurto de carro,80,1
2022-05,Hurto de carro,9,4
2022-05,Hurto de carro,90,2
2022-06,Hurto de carro,1,1
2022-06,Hurto de carro,10,9
2022-06,Hurto de carro,11,17
2022-06,Hurto de carro,12,3
2022-06,Hurto de carro,13,3
2022-06,Hurto de carro,14,2
2022-06,Hurto de carro,15,3
2022-06,Hurto de carro,16,12
2022-06,Hurto de carro,3,4
2022-06,Hurto de carro,4,3
2022-06,Hurto de carro,5,6
2022-06,Hurto de carro,6,2
2022-06,Hurto de carro,60,2
2022-06,Hurto de carro,7,8
2022-06,Hurto de carro,8,8
2022-06,Hurto de carro,9,9
2022-07,Hurto de carro,1,2
2022-07,Hurto de carro,10,9
2022-07,Hurto de carro,11,14
2022-07,Hurto de carro,12,9
2022-07,Hurto de carro,13,4
2022-07,Hurto de carro,15,7
2022-07,Hurto de carro,16,6
2022-07,Hurto de carro,2,1
2022-07,Hurto de carro,3,7
2022-07,Hurto de carro,4,4
2022-07,Hurto de carro,5,9
2022-07,Hurto de carro,6,4
2022-07,Hurto de carro,60,1
2022-07,Hurto de carro,7,2
2022-07,Hurto de carro,70,1
2022-07,Hurto de carro,8,4
2022-07,Hurto de carro,9,13
2022-07,Hurto de carro,90,1
2022-08,Hurto de carro,1,3
2022-08,Hurto de carro,10,4
2022-08,Hurto de carro,11,16
2022-08,Hurto de carro,12,3
2022-08,Hurto de carro,13,6
2022-08,Hurto de carro,14,1
2022-08,Hurto de carro,15,3
2022-08,Hurto de carro,16,4
2022-08,Hurto de carro,3,2
2022-08,Hurto de carro,4,6
2022-08,Hurto de carro,5,9
2022-08,Hurto de carro,6,2
2022-08,Hurto de carro,60,2
2022-08,Hurto de carro,7,6
2022-08,Hurto de carro,8,4
2022-08,Hurto de carro,90,2
2022-09,Hurto de carro,1,2
2022-09,Hurto de carro,10,11
2022-09,Hurto de carro,11,11
2022-09,Hurto de carro,12,9
2022-09,Hurto de carro,13,7
2022-09,Hurto de carro,14,5
2022-09,Hurto de carro,15,1
2022-09,Hurto de carro,16,10
2022-09,Hurto de carro,3,1
2022-09,Hurto de carro,4,6
2022-09,Hurto de carro,5,12
2022-09,Hurto de carro,6,8
2022-09,Hurto de carro,60,2
2022-09,Hurto de carro,7,6
2022-09,Hurto de carro,8,2
2022-09,Hurto de carro,9,9
2022-09,Hurto de carro,90,2
2022-10,Hurto de carro,10,6
2022-10,Hurto de carro,11,26
2022-10,Hurto de carro,12,4
2022-10,Hurto de carro,13,1
2022-10,Hurto de carro,14,1
2022-10,Hurto de carro,15,4
2022-10,Hurto de carro,16,3
2022-10,Hurto de carro,2,2
2022-10,Hurto de carro,3,1
2022-10,Hurto de carro,4,10
2022-10,Hurto de carro,5,6
2022-10,Hurto de carro,6,6
2022-10,Hurto de carro,60,2
2022-10,Hurto de carro,7,3
2022-10,Hurto de carro,8,2
2022-10,Hurto de carro,80,1
2022-10,Hurto de carro,9,9
2022-11,Hurto de carro,10,9
2022-11,Hurto de carro,11,18
2022-11,Hurto de carro,12,6
2022-11,Hurto de carro,13,4
2022-11,Hurto de carro,14,1
2022-11,Hurto de carro,15,2
2022-11,Hurto de carro,16,5
2022-11,Hurto de carro,2,1
2022-11,Hurto de carro,4,6
2022-11,Hurto de carro,5,9
2022-11,Hurto de carro,6,1
2022-11,Hurto de carro,60,4
2022-11,Hurto de carro,8,2
2022-11,Hurto de carro,80,2
2022-11,Hurto de carro,9,5
2022-11,Hurto de carro,90,2
2022-11,Hurto de carro,SIN DATO,4
2022-12,Hurto de carro,10,5
2022-12,Hurto de carro,11,12
2022-12,Hurto de carro,12,4
2022-12,Hurto de carro,14,3
2022-12,Hurto de carro,15,3
2022-12,Hurto de carro,16,4
2022-12,Hurto de carro,3,1
2022-12,Hurto de carro,4,5
2022-12,Hurto de carro,5,9
2022-12,Hurto de carro,6,1
2022-12,Hurto de carro,60,3
2022-12,Hurto de carro,7,2
2022-12,Hurto de carro,8,5
2022-12,Hurto de carro,9,6
2022-12,Hurto de carro,90,1
2022-12,Hurto de carro,SIN DATO,3
2023-01,Hurto de carro,1,1
2023-01,Hurto de carro,10,3
2023-01,Hurto de carro,11,17
2023-01,Hurto de carro,12,4
2023-01,Hurto de carro,13,3
2023-01,Hurto de carro,14,5
2023-01,Hurto de carro,15,5
2023-01,Hurto de carro,16,5
2023-01,Hurto de carro,4,6
2023-01,Hurto de carro,5,8
2023-01,Hurto de carro,6,3
2023-01,Hurto de carro,60,1
2023-01,Hurto de carro,7,4
2023-01,Hurto de carro,8,4
2023-01,Hurto de carro,80,1
2023-01,Hurto de carro,9,3
2023-01,Hurto de carro,SIN DATO,1
2023-02,Hurto de carro,1,2
2023-02,Hurto de carro,10,9
2023-02,Hurto de carro,11,14
2023-02,Hurto de carro,12,7
2023-02,Hurto de carro,13,2
2023-02,Hurto de carro,14,2
2023-02,Hurto de carro,15,4
2023-02,Hurto de carro,16,7
2023-02,Hurto de carro,3,1
2023-02,Hurto de carro,4,3
2023-02,Hurto de carro,5,4
2023-02,Hurto de carro,6,7
2023-02,Hurto de carro,60,1
2023-02,Hurto de carro,7,9
2023-02,Hurto de carro,8,2
2023-02,Hurto de carro,80,3
2023-02,Hurto de carro,9,3
2023-03,Hurto de carro,1,1
2023-03,Hurto de carro,10,10
2023-03,Hurto de carro,11,11
2023-03,Hurto de carro,12,6
2023-03,Hurto de carro,13,11
2023-03,Hurto de carro,14,3
2023-03,Hurto de carro,15,3
2023-03,Hurto de carro,16,10
2023-03,Hurto de carro,2,2
2023-03,Hurto de carro,3,4
2023-03,Hurto de carro,4,9
2023-03,Hurto de carro,5,6
2023-03,Hurto de carro,6,4
2023-03,Hurto de carro,60,3
2023-03,Hurto de carro,7,10
2023-03,Hurto de carro,8,7
2023-03,Hurto de carro,80,2
2023-03,Hurto de carro,9,12
2023-04,Hurto de carro,1,1
2023-04,Hurto de carro,10,4
2023-04,Hurto de carro,11,11
2023-04,Hurto de carro,12,4
2023-04,Hurto de carro,13,4
2023-04,Hurto de carro,14,1
2023-04,Hurto de carro,15,3
2023-04,Hurto de carro,16,5
2023-04,Hurto de carro,2,3
2023-04,Hurto de carro,3,1
2023-04,Hurto de carro,4,8
2023-04,Hurto de carro,5,6
2023-04,Hurto de carro,6,2
2023-04,Hurto de carro,7,7
2023-04,Hurto de carro,8,4
2023-04,Hurto de carro,80,2
2023-04,Hurto de carro,9,5
2023-04,Hurto de carro,SIN DATO,1
2023-05,Hurto de carro,1,1
2023-05,Hurto de carro,10,8
2023-05,Hurto de carro,11,10
2023-05,Hurto de carro,12,2
2023-05,Hurto de carro,13,5
2023-05,Hurto de carro,14,4
2023-05,Hurto de carro,15,3
2023-05,Hurto de carro,16,3
2023-05,Hurto de carro,3,1
2023-05,Hurto de carro,4,5
2023-05,Hurto de carro,5,7
2023-05,Hurto de carro,50,1
2023-05,Hurto de carro,6,5
2023-05,Hurto de carro,7,7
2023-05,Hurto de carro,8,4
2023-05,Hurto de carro,80,2
2023-05,Hurto de carro,9,7
2023-06,Hurto de carro,10,10
2023-06,Hurto de carro,11,12
2023-06,Hurto de carro,12,1
2023-06,Hurto de carro,13,5
2023-06,Hurto de carro,14,4
2023-06,Hurto de carro,15,8
2023-06,Hurto de carro,16,5
2023-06,Hurto de carro,2,1
2023-06,Hurto de carro,4,11
2023-06,Hurto de carro,5,10
2023-06,Hurto de carro,6,2
2023-06,Hurto de carro,60,2
2023-06,Hurto de carro,7,9
2023-06,Hurto de carro,8,6
2023-06,Hurto de carro,9,12
2023-07,Hurto de carro,1,1
2023-07,Hurto de carro,10,5
2023-07,Hurto de carro,11,13
2023-07,Hurto de carro,12,8
2023-07,Hurto de carro,13,5
2023-07,Hurto de carro,14,4
2023-07,Hurto de carro,16,3
2023-07,Hurto de carro,4,5
2023-07,Hurto de carro,5,6
2023-07,Hurto de carro,6,2
2023-07,Hurto de carro,7,8
2023-07,Hurto de carro,8,2
2023-07,Hurto de carro,9,4
2023-07,Hurto de carro,SIN DATO,1
2023-08,Hurto de carro,1,2
2023-08,Hurto de carro,10,15
2023-08,Hurto de carro,11,16
2023-08,Hurto de carro,12,7
2023-08,Hurto de carro,13,2
2023-08,Hurto de carro,14,2
2023-08,Hurto de carro,15,3
2023-08,Hurto de carro,16,8
2023-08,Hurto de carro,2,2
2023-08,Hurto de carro,3,4
2023-08,Hurto de carro,4,12
2023-08,Hurto de carro,5,10
2023-08,Hurto de carro,6,3
2023-08,Hurto de carro,60,2
2023-08,Hurto de carro,7,7
2023-08,Hurto de carro,8,6
2023-08,Hurto de carro,80,1
2023-08,Hurto de carro,9,9
2023-08,Hurto de carro,SIN DATO,2
2023-09,Hurto de carro,1,1
2023-09,Hurto de carro,10,9
2023-09,Hurto de carro,11,11
2023-09,Hurto de carro,12,10
2023-09,Hurto de carro,13,1
2023-09,Hurto de carro,14,3
2023-09,Hurto de carro,15,3
2023-09,Hurto de carro,16,7
2023-09,Hurto de carro,2,1
2023-09,Hurto de carro,3,3
2023-09,Hurto de carro,4,4
2023-09,Hurto de carro,5,7
2023-09,Hurto de carro,6,1
2023-09,Hurto de carro,60,3
2023-09,Hurto de carro,7,3
2023-09,Hurto de carro,8,4
2023-09,Hurto de carro,80,3
2023-09,Hurto de carro,9,1
2023-09,Hurto de carro,SIN DATO,3
2023-10,Hurto de carro,10,1
2023-10,Hurto de carro,11,3
2023-10,Hurto de carro,13,4
2023-10,Hurto de carro,15,2
2023-10,Hurto de carro,16,4
2023-10,Hurto de carro,3,2
2023-10,Hurto de carro,5,2
2023-10,Hurto de carro,7,1
2023-10,Hurto de carro,SIN DATO,61
2023-11,Hurto de carro,10,2
2023-11,Hurto de carro,11,1
2023-11,Hurto de carro,12,1
2023-11,Hurto de carro,13,1
2023-11,Hurto de carro,16,1
2023-11,Hurto de carro,4,1
2023-11,Hurto de carro,5,1
2023-11,Hurto de carro,SIN DATO,57
2003-01,Hurto de moto,1,2
2003-01,Hurto de moto,10,68
2003-01,Hurto de moto,11,46
2003-01,Hurto de moto,12,48
2003-01,Hurto de moto,13,6
2003-01,Hurto de moto,14,18
2003-01,Hurto de moto,15,24
2003-01,Hurto de moto,16,38
2003-01,Hurto de moto,3,8
2003-01,Hurto de moto,4,22
2003-01,Hurto de moto,5,26
2003-01,Hurto de moto,6,2
2003-01,Hurto de moto,7,24
2003-01,Hurto de moto,8,8
2003-01,Hurto de moto,9,24
2003-02,Hurto de moto,10,82
2003-02,Hurto de moto,11,40
2003-02,Hurto de moto,12,28
2003-02,Hurto de moto,13,4
2003-02,Hurto de moto,14,14
2003-02,Hurto de moto,15,18
2003-02,Hurto de moto,16,30
2003-02,Hurto de moto,3,4
2003-02,Hurto de moto,4,32
2003-02,Hurto de moto,5,28
2003-02,Hurto de moto,6,2
2003-02,Hurto de moto,7,14
2003-02,Hurto de moto,8,6
2003-02,Hurto de moto,9,14
2003-03,Hurto de moto,10,60
2003-03,Hurto de moto,11,66
2003-03,Hurto de moto,12,36
2003-03,Hurto de moto,13,10
2003-03,Hurto de moto,14,20
2003-03,Hurto de moto,15,16
2003-03,Hurto de moto,16,68
2003-03,Hurto de moto,2,6
2003-03,Hurto de moto,3,2
2003-03,Hurto de moto,4,38
2003-03,Hurto de moto,5,50
2003-03,Hurto de moto,6,6
2003-03,Hurto de moto,7,26
2003-03,Hurto de moto,8,8
2003-03,Hurto de moto,9,12
2003-04,Hurto de moto,10,84
2003-04,Hurto de moto,11,32
2003-04,Hurto de moto,12,36
2003-04,Hurto de moto,14,16
2003-04,Hurto de moto,15,20
2003-04,Hurto de moto,16,56
2003-04,Hurto de moto,3,6
2003-04,Hurto de moto,4,30
2003-04,Hurto de moto,5,16
2003-04,Hurto de moto,6,10
2003-04,Hurto de moto,7,18
2003-04,Hurto de moto,8,28
2003-04,Hurto de moto,9,22
2003-05,Hurto de moto,10,96
2003-05,Hurto de moto,11,66
2003-05,Hurto de moto,12,36
2003-05,Hurto de moto,13,6
2003-05,Hurto de moto,14,12
2003-05,Hurto de moto,15,40
2003-05,Hurto de moto,16,78
2003-05,Hurto de moto,2,2
2003-05,Hurto de moto,3,8
2003-05,Hurto de moto,4,36
2003-05,Hurto de moto,5,26
2003-05,Hurto de moto,6,14
2003-05,Hurto de moto,7,22
2003-05,Hurto de moto,8,8
2003-05,Hurto de moto,80,2
2003-05,Hurto de moto,9,28
2003-06,Hurto de moto,1,2
2003-06,Hurto de moto,10,96
2003-06,Hurto de moto,11,82
2003-06,Hurto de moto,12,48
2003-06,Hurto de moto,13,2
2003-06,Hurto de moto,14,26
2003-06,Hurto de moto,15,32
2003-06,Hurto de moto,16,54
